,Label,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-100,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-103-1,hsa-mir-103-2,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-10a,hsa-mir-10b,hsa-mir-125a,hsa-mir-125b-1,hsa-mir-126,hsa-mir-127,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-1287,hsa-mir-1301,hsa-mir-1307,hsa-mir-130a,hsa-mir-130b,hsa-mir-132,hsa-mir-134,hsa-mir-139,hsa-mir-140,hsa-mir-141,hsa-mir-142,hsa-mir-143,hsa-mir-144,hsa-mir-145,hsa-mir-146a,hsa-mir-146b,hsa-mir-148a,hsa-mir-148b,hsa-mir-149,hsa-mir-150,hsa-mir-151,hsa-mir-152,hsa-mir-155,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-181a-1,hsa-mir-181a-2,hsa-mir-181b-1,hsa-mir-181c,hsa-mir-181d,hsa-mir-182,hsa-mir-183,hsa-mir-185,hsa-mir-186,hsa-mir-191,hsa-mir-192,hsa-mir-193a,hsa-mir-193b,hsa-mir-194-1,hsa-mir-194-2,hsa-mir-195,hsa-mir-196a-1,hsa-mir-196b,hsa-mir-197,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-199b,hsa-mir-19b-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-203,hsa-mir-205,hsa-mir-20a,hsa-mir-21,hsa-mir-210,hsa-mir-214,hsa-mir-218-2,hsa-mir-22,hsa-mir-221,hsa-mir-222,hsa-mir-223,hsa-mir-2355,hsa-mir-23a,hsa-mir-23b,hsa-mir-24-1,hsa-mir-24-2,hsa-mir-25,hsa-mir-26a-2,hsa-mir-26b,hsa-mir-27a,hsa-mir-27b,hsa-mir-28,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-3065,hsa-mir-3074,hsa-mir-30a,hsa-mir-30b,hsa-mir-30c-2,hsa-mir-30d,hsa-mir-30e,hsa-mir-32,hsa-mir-320a,hsa-mir-324,hsa-mir-328,hsa-mir-330,hsa-mir-331,hsa-mir-337,hsa-mir-338,hsa-mir-339,hsa-mir-340,hsa-mir-342,hsa-mir-345,hsa-mir-34a,hsa-mir-3607,hsa-mir-361,hsa-mir-3613,hsa-mir-3647,hsa-mir-365-1,hsa-mir-365-2,hsa-mir-3653,hsa-mir-374a,hsa-mir-374b,hsa-mir-375,hsa-mir-378,hsa-mir-379,hsa-mir-381,hsa-mir-409,hsa-mir-423,hsa-mir-424,hsa-mir-425,hsa-mir-429,hsa-mir-451,hsa-mir-452,hsa-mir-454,hsa-mir-455,hsa-mir-484,hsa-mir-486,hsa-mir-497,hsa-mir-500a,hsa-mir-501,hsa-mir-505,hsa-mir-532,hsa-mir-539,hsa-mir-542,hsa-mir-574,hsa-mir-576,hsa-mir-582,hsa-mir-584,hsa-mir-589,hsa-mir-590,hsa-mir-625,hsa-mir-628,hsa-mir-629,hsa-mir-660,hsa-mir-664,hsa-mir-7-1,hsa-mir-708,hsa-mir-744,hsa-mir-769,hsa-mir-874,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-92b,hsa-mir-93,hsa-mir-96,hsa-mir-98,hsa-mir-99a,hsa-mir-99b
A1B1,LumA,13.11642386,14.12883456,13.12948698,14.36742635,12.22131974,8.019211701,10.23858663,4.789409182,13.19201477,8.861794215,9.367364894,11.86880714,12.95749236,5.196034442,13.47050864,2.769136787,2.874106347,7.899974433,4.929959582,13.97484936,16.53789265,10.06929506,10.0442071,11.465317,10.59544542,5.001218265,4.389944487,4.942083141,2.326618552,8.767008604,6.469576505,3.580375144,5.738183859,9.278725081,6.347278022,9.400691382,9.598440682,11.63361497,15.0695595,5.101912264,9.994503401,7.251887676,9.881797583,14.59859776,6.631803383,6.612968976,10.1017434,9.885725959,8.114688487,9.000856097,6.650395071,6.387730066,8.315594486,2.17049935,8.37381239,10.6009519,9.467743181,8.032029412,5.980795547,3.96007957,13.88566466,11.94363856,4.989583564,7.532067209,10.12452944,7.268832276,8.412448461,5.939061789,4.917733279,5.376606687,5.403160106,6.060807061,9.374092064,6.922330293,11.93124305,12.69190349,13.01466707,6.262803454,8.534571454,7.87014616,11.96105731,13.09872161,10.4976991,7.214893469,18.63191348,7.776772357,5.96305727,5.385512241,16.31997204,6.708327875,5.629930968,6.837255941,5.358628946,11.29690884,8.876082371,3.018496256,10.0470163,12.62556232,10.29432515,9.200772361,9.933948865,8.441562129,11.23927763,11.92943636,7.343855256,7.676934453,9.895500353,1.899197328,2.874106347,16.00219397,7.723333098,9.218324374,11.8129637,13.24086951,3.72771686,8.686424415,4.074639334,4.892965374,3.886706384,4.492427444,5.61486352,6.767434492,5.293881765,3.611071941,7.813530907,2.97195367,6.612968976,5.385512241,8.162102175,2.326618552,2.874106347,4.508821883,4.556916171,2.874106347,9.161778229,4.648546646,14.06692907,6.422759284,10.1505573,5.33123518,6.178207445,6.431385289,7.417341722,9.075671428,4.260384853,6.392155514,5.245787477,3.063584146,6.91619768,5.133973474,4.842116233,4.389944487,7.105959097,5.303311178,4.029901019,8.802351982,4.407538547,8.279023806,6.152352003,3.516949764,6.4820855,4.47584456,4.929959582,2.874106347,7.271236768,5.274836009,5.644842678,4.966028836,4.942083141,4.442095769,6.801104516,3.611071941,3.75546185,4.892965374,8.078076779,8.06981311,8.286174726,12.4611436,5.545042071,11.35700274,3.75546185,5.112678695,10.2910705,14.92400862
A0X0,LumA,13.09577268,14.09899668,13.08440933,16.04402069,10.76497462,8.955170872,8.821250137,3.856748819,11.74188025,9.010253937,8.575567066,11.5594987,13.37893073,3.34978883,12.56270113,2.271786318,5.032598654,8.60767287,4.716571161,17.62698062,15.3650388,9.986794964,9.612625484,11.3741995,8.952048154,5.210385773,5.291685875,4.231144333,1.909216239,9.717490954,5.167950507,4.528126071,5.99667908,7.969140056,4.774286659,8.041440531,10.98565012,11.79338676,13.94896761,3.745717506,10.17265313,5.788361844,8.821250137,16.5448453,7.205149125,5.441711319,9.464900947,10.48610544,6.915642508,7.266768243,6.414744272,6.340266056,9.433897865,3.008751912,9.007248322,9.529174161,8.75828618,7.455008142,6.502740753,5.07914124,15.47732505,13.65639021,4.656450168,7.515489246,10.15510844,9.460512517,9.037026366,7.286736659,6.396482065,6.664103741,4.056057627,4.656450168,8.053146032,7.373324344,10.34205637,11.10150905,11.44143299,7.391880163,10.04949825,9.424916077,13.41580719,11.05714796,13.70206462,7.446157224,17.46892194,7.472548723,4.056057627,4.934751331,15.39006052,4.984504366,4.774286659,5.701774159,5.210385773,11.38234213,8.790111626,1.423789411,9.131148544,12.64477226,10.2149523,8.920443494,9.255413348,7.446157224,11.69595261,11.81159135,7.791859288,8.053146032,9.98984345,3.008751912,3.008751912,16.30112148,7.950484257,9.295386677,12.27131661,13.20441119,4.459413321,7.763639414,5.99667908,5.896277183,4.146255436,4.934751331,5.441711319,7.498466098,5.368647857,2.802301035,8.926820057,4.716571161,6.1998934,6.502740753,7.770746301,3.856748819,2.561292935,4.656450168,4.593714413,2.271786318,8.926820057,5.032598654,12.37054951,6.090546003,8.923635299,4.146255436,4.656450168,7.050228548,6.359249159,8.814388317,6.485565609,5.788361844,3.008751912,3.189324158,7.205149125,6.020724554,3.625423273,4.593714413,6.220802389,4.387263535,4.656450168,8.587690625,4.146255436,6.781341416,6.340266056,3.34978883,7.162557248,4.231144333,4.656450168,3.959842312,7.879938446,5.896277183,7.276786999,3.625423273,5.577594748,4.056057627,5.922040279,5.476900748,3.856748819,4.146255436,7.118669604,7.296618171,9.063311011,13.51290881,7.82637517,11.50673677,5.210385773,5.12422913,9.535446758,14.789975
A1AP,LumA,12.51778001,13.49928633,12.51904893,14.98268881,11.36619296,8.434626941,10.14060072,4.235357978,12.219913,9.209811857,9.292867597,11.23674689,13.4978712,4.759778937,14.38984667,3.773453874,2.437850842,9.033507943,5.958422755,13.9867874,15.3365332,10.23504915,9.20098415,11.48679175,9.726332454,6.4421382,5.637990456,4.42057285,4.31231996,10.74402106,6.955426503,3.773453874,6.588565239,8.681251539,5.846433319,8.701064142,11.82186363,11.49713092,14.1324782,4.674890039,9.528845374,5.85931461,9.799168038,14.99612349,7.146195758,8.355009773,9.397024828,11.45876466,7.590497852,7.775154163,7.527332851,6.887883762,9.19464541,3.600122271,8.47911886,10.7474896,8.17094689,8.962159341,6.307628264,4.195280539,15.21568343,13.5233233,5.496744531,7.860916715,10.96047908,9.113639895,9.027814024,5.766632608,6.500860639,6.862517042,5.122349016,9.282145619,7.798750168,8.181242705,10.81309719,11.51682759,11.82924788,6.433550704,10.09979856,9.433012285,13.5445384,10.77536656,12.62537966,6.990977255,18.56472141,10.14586724,4.615389027,5.394261573,16.66304034,5.545379306,4.674890039,6.714418403,5.283938158,11.1717539,8.209183095,2.903514414,10.10386345,12.78705307,11.1836452,9.826483218,9.587114079,8.199085451,11.47245332,12.15838013,9.184445137,9.710425088,11.87337229,6.148821227,3.717958761,15.76542353,9.402535511,10.03457306,12.95143746,13.51125924,3.660243263,8.653788241,6.433550704,5.592427879,4.553328059,4.553328059,5.480161647,9.995724769,6.116995782,4.674890039,8.129012746,4.022813343,6.961412798,6.017076973,8.188916633,3.928176468,3.089927538,4.111622609,3.878423433,3.330935638,9.759349499,5.982171358,12.03093067,6.533373453,9.334975995,4.52126685,5.480161647,6.671242262,7.09810147,9.824842393,6.25985254,6.398680245,4.111622609,3.660243263,6.671242262,6.700169448,5.429237712,4.732033946,7.192738344,5.411855633,4.154057876,9.295239476,4.022813343,7.844815041,6.533373453,3.773453874,7.598202517,4.31231996,5.463385934,2.999729729,7.092657331,4.195280539,7.747706104,4.645446261,4.839949285,3.537386515,6.985112633,5.545379306,4.839949285,5.283938158,9.47546316,9.454393855,8.029951878,12.43132843,7.383155321,12.18676246,5.122349016,5.667585238,9.541887908,15.76510273
A0W5,LumA,12.16662431,13.19348586,12.19125588,14.53069514,11.51535509,8.197055071,9.355151568,4.501973558,11.58161898,8.778882737,9.195040602,11.62291403,13.75666071,6.407704896,15.07309794,3.74164397,3.256217143,7.95507061,5.978683168,13.83097284,15.56406034,9.188305319,8.855704976,10.91136449,9.904600407,5.457851004,4.466784129,4.430714874,3.336387492,9.008812834,6.198396489,3.90829384,5.763558747,8.848887739,5.160357128,9.571431413,10.10242388,12.69578092,14.26858229,4.696789735,10.32813913,8.887654074,10.23643834,14.95867433,6.975557067,7.559476027,11.29858007,10.44575935,7.671898559,9.93308093,7.469008794,6.781570155,8.81430981,2.984915121,8.87260845,10.45139598,8.81430981,7.998839364,6.506312493,4.276681246,15.34059847,13.61530779,5.306843216,8.239373633,9.173376074,7.624785963,8.108501408,7.048775063,6.33150527,6.416952973,5.719391163,9.511178248,7.495440588,6.715648762,11.61238611,12.36571203,12.67966325,6.646570379,9.657828107,9.414069312,13.10363249,12.47074443,10.4918895,8.33760547,18.32155754,8.835155856,5.266485479,4.785145609,16.26672027,6.79581911,5.719391163,6.931065147,5.47566228,11.27366189,10.1109965,4.009577176,9.893048884,12.06384806,10.66390979,9.039074982,9.519788166,9.424423627,11.42971583,12.50244876,8.570913669,8.87260845,11.21124426,3.256217143,2.770790316,17.2822885,9.288695869,11.2727071,13.36156447,13.72774721,4.057671464,8.848887739,5.045797363,4.235458583,4.10421405,4.193023317,5.092718411,7.353346319,4.841179644,4.057671464,9.429001799,2.770790316,7.319226941,6.774392553,8.088383821,3.484486131,5.021751889,5.875126976,5.875126976,4.602667557,9.470675045,5.182216562,13.78634475,6.514951412,9.433565488,4.666092937,5.658315587,6.63868678,6.09847768,8.340038346,7.072377963,5.875126976,3.74164397,2.519251549,6.540562055,6.251055438,4.057671464,4.536325062,7.679603224,5.704362954,4.947113089,8.944717248,3.95982414,7.542675894,5.673828586,3.618787223,7.066513341,3.95982414,5.224966209,3.681522978,7.396060805,5.326606471,6.548998892,5.069448632,5.365338866,4.785145609,7.146524855,4.149301939,4.149301939,4.634728766,7.405383584,7.338822421,8.58123342,12.36571203,5.820421084,11.90880607,4.10421405,5.47566228,9.476215355,14.09948768
A0JF,LumA,12.49256845,13.47779471,12.52591211,15.450807,11.71395093,7.856530158,9.767058587,3.209717625,11.23194315,7.623020073,8.362067478,11.81105987,12.96926443,4.228096154,12.57833601,1.831206002,2.679202908,8.180524095,5.123987751,16.80722409,16.5402144,9.064506109,8.7356901,11.97339817,10.30558796,5.685866639,5.255232284,4.957738408,2.17224292,8.405105607,5.043256479,3.281867411,5.872682638,9.858374801,6.006464447,9.115991552,9.26916609,10.7111976,15.83964046,5.237198361,9.654360909,5.985011338,7.808485925,14.60171849,6.420170433,4.228096154,9.283515891,10.81058356,8.460562622,7.917253742,5.560940027,6.320920187,8.699925687,1.624755124,6.708950252,10.40838303,10.16957099,8.23379176,6.176980839,3.990404597,15.59391331,13.69133596,5.237198361,6.892982199,8.642848282,8.506457388,8.545451519,5.084186743,6.564560342,6.614313378,4.957738408,8.077867438,8.015750792,6.24172802,11.23507018,12.11468026,12.55088002,3.75720542,9.058099815,7.802366319,11.80953512,11.67387062,8.247370166,4.819133169,18.08176473,6.614313378,4.692499731,5.162720145,16.36759489,6.24172802,5.001131003,5.738096597,5.123987751,11.47710456,9.852463622,2.968709525,9.682122078,12.54023236,9.949108791,8.282966607,9.558672707,8.963919924,11.96998976,10.80485554,6.337943335,6.695804876,10.00879164,2.447877362,2.878511716,15.90851688,7.310177807,8.839447855,12.38022051,13.58009766,3.53902525,7.096742915,3.806958455,3.806958455,4.191101947,4.074062526,5.308019699,6.578951435,3.652235861,3.133768772,7.551849291,3.133768772,5.617802364,6.586093504,7.393957223,2.968709525,3.053598423,3.946683219,4.153134097,2.679202908,9.210295512,5.631674538,13.56204405,7.116608221,10.84819995,5.358943634,5.560940027,5.440015244,6.505515988,8.080398482,4.935542662,6.708950252,5.237198361,1.383747025,6.119072261,4.819133169,4.957738408,4.191101947,7.091733552,4.191101947,4.153134097,8.671669236,3.416168502,8.425157286,5.104224496,1.624755124,6.682538621,5.659025026,5.440015244,2.782296401,8.249620861,5.022347489,6.363107259,3.133768772,3.806958455,3.75720542,7.111667479,4.913000093,3.990404597,2.968709525,6.038057572,6.058741726,6.017072547,10.91919915,5.471209866,10.4598338,2.568171596,4.890099691,9.417670528,14.50293871
A1AV,LumA,13.07297768,14.07254652,13.06426568,13.61306499,9.73276439,9.172332385,10.85620512,5.581156511,13.95756299,10.07594438,8.990615067,9.827267791,12.26307386,4.848017697,13.70201913,3.759360077,4.238969578,8.852191647,6.292607541,17.28293411,15.09706834,10.82469087,9.885446467,12.44571264,8.907102459,5.764431067,5.202069995,4.323858475,3.838431648,10.2473699,5.027465472,3.224322802,5.592606532,8.302228459,6.235321801,8.170900903,10.75570426,10.3394461,15.36544593,4.8670008,11.34294611,6.264248986,8.390152725,16.31509348,9.27094571,5.908820976,6.878739637,10.34495743,8.383576326,7.872882158,7.185152204,8.14780189,9.409299319,3.492256007,8.886318977,9.976754652,9.482672505,7.977027709,6.168033671,4.2095258,16.0064811,14.56779181,5.077218508,8.411321316,11.30037487,8.446452317,8.565989115,8.567440518,5.774519884,5.814184102,4.99331725,11.01860604,8.538131333,7.714211711,10.76332331,11.44970241,11.74540239,8.199264104,10.21022281,9.978392218,13.04967103,11.90502318,10.82590411,6.933793504,17.68062876,7.957234326,5.044241185,5.723355124,15.4447073,5.936042445,5.637518954,5.881075985,4.70764504,11.92129033,9.15409448,3.631980771,10.92801454,12.18473853,11.41000734,10.80390812,10.74387883,8.976481544,10.86744273,11.75100168,9.196921686,9.337958672,10.62101495,5.953908865,2.967164962,15.93689805,8.807443955,10.24374333,11.47872479,12.93073072,5.56961489,8.469924012,6.089393222,6.271391055,4.598297644,6.859911375,5.187041786,6.340931989,6.381102427,5.384400017,11.09858279,5.125312796,7.329001778,6.105467984,7.682415492,4.323858475,2.36450046,7.735026428,7.747884758,2.36450046,8.747244556,5.936042445,15.06285947,6.710275296,8.33156657,3.224322802,5.187041786,7.431386939,7.750442728,8.975388593,7.627813136,7.666250673,3.164201809,3.586892881,7.655372619,8.041110562,4.575397242,5.140994418,5.917951988,3.913393706,5.216943271,7.834820394,3.101466054,7.131213397,7.526985037,2.738895974,6.61804158,3.390972671,4.528476195,4.528476195,6.66760468,5.936042445,6.445663313,3.838431648,7.408894579,5.109458845,6.725956919,5.723355124,4.42979192,6.235321801,9.420586177,9.439731983,8.080271832,12.26665222,7.652640241,11.73041782,6.731146475,6.956126691,7.882242742,15.21146353
A0RO,LumA,12.61478596,13.61334496,12.63491066,15.8972995,11.71464468,8.460601019,10.11467847,5.076406393,11.44230855,8.20514931,7.948869578,12.01296719,13.29749745,5.063751092,13.19410053,3.466021295,3.303291795,8.36197014,4.814631433,16.60136505,16.71468618,9.735802533,8.951877432,12.27899007,9.484240023,6.409630113,5.62521989,5.599146378,3.466021295,9.425482357,5.49929745,3.646593541,5.684285831,8.69098766,5.581498513,8.977404993,10.94337482,10.29061945,15.18139419,5.101388749,10.21036182,5.675994457,7.962568863,15.00266354,8.240720517,7.880156828,7.915802744,11.27946047,8.946717265,7.38313475,5.803256643,6.273376217,9.106410855,2.0951836,7.258182544,9.059375066,9.81013963,6.262342167,6.40462075,4.156065842,15.8136685,13.93135641,6.449090899,7.312681754,9.191035287,8.027551101,8.569798662,6.492231174,5.920197188,5.803256643,6.015279734,9.892509706,8.114486738,6.374193717,10.82110806,11.65683366,12.05793005,5.795623318,10.12993514,9.908080109,13.85454092,12.42157434,9.212692362,6.085825545,17.40640953,7.767608942,4.456371125,4.671830832,15.96492035,5.684285831,4.768584065,5.197204537,4.829659642,11.63788195,9.354521031,2.791791456,9.558285123,12.34102313,10.56124248,8.996674726,9.30430079,8.251920535,11.92036172,11.02193968,6.439326428,6.824042393,9.7457402,7.464818548,2.729055701,15.82727425,8.007866498,9.77417827,12.36007103,13.4857788,3.427027164,9.266834933,3.540983353,4.202986889,4.376753957,4.031618471,4.814631433,9.199014013,5.361323916,4.585930759,9.614684293,4.814631433,6.07325296,6.694583484,7.420837986,2.851912449,3.018562318,4.784097065,4.916682704,3.386949724,8.816046996,5.795623318,16.52666544,6.758803044,9.576774283,4.314018202,5.489868037,7.023472232,7.457580932,7.187029315,7.249827144,6.816518542,3.807058213,2.281596724,6.24001762,5.038102505,4.314018202,4.456371125,7.553484136,5.197204537,4.65505512,8.964697674,3.427027164,8.32929902,5.480376588,3.386949724,5.489868037,5.050983796,6.735054442,3.646593541,8.659793039,4.603524819,7.360030599,3.951448122,5.231556042,5.113719551,6.332599627,5.162015108,4.376753957,3.427027164,5.82591724,5.692529825,6.879254298,11.45629548,7.408379402,10.8411766,4.844532918,5.308664967,10.29536349,14.98668581
A08Z,LumA,12.33257625,13.32039039,12.3724437,15.12367485,10.93281052,9.538831758,10.35309221,5.865233652,11.62147482,9.676856204,9.842196952,11.0054921,13.2118393,5.63506388,14.65068235,4.579415851,5.83839204,9.389662526,5.851875269,15.8808414,14.92860388,9.439630985,9.01432515,11.48238369,10.20729808,6.607508158,5.696139457,5.158964855,4.034419757,9.826916721,8.197760105,5.361070262,5.201714503,9.720690647,4.579415851,9.305193764,9.891992923,11.40131521,15.53187082,5.452410574,11.40560724,6.567206793,9.882991394,15.24567975,9.09307692,5.487386712,7.934989664,10.30611239,9.009821416,7.944460343,7.405178615,7.001527876,10.8017359,3.232965437,9.697540359,10.34417564,10.01993512,7.873520263,6.346856403,4.034419757,15.14900482,14.70677264,6.016571756,8.815349393,10.90922478,9.539873415,8.231676741,7.066578425,6.638957796,6.786677003,7.21481809,10.89382725,9.219376372,9.233609353,12.28940962,13.04395013,13.42338982,7.934989664,10.38242225,9.460684512,11.94219698,12.71176394,10.42194276,7.934989664,18.21180483,11.87939557,6.447978328,5.201714503,16.40754788,6.662103133,6.109306969,6.196439561,5.917463611,12.23014492,10.40831894,5.137105421,11.9339005,13.54016625,11.59691243,10.25501614,10.90438013,10.28265843,12.02133421,11.48994911,6.722067922,7.391394799,9.017319848,4.673538028,4.478721851,15.111312,9.410313781,10.84283013,12.66741495,13.98596723,4.790182947,9.810610059,6.337302097,5.891584979,4.293506979,6.004549228,5.32285094,7.266073749,4.949172471,4.443532423,8.070908679,5.137105421,7.450196153,7.128821982,7.502426112,4.16977161,3.718392264,4.61147706,4.513073356,4.642841231,8.683940987,5.434599298,11.89413274,6.707308765,9.509355752,5.158964855,5.83839204,7.720231264,7.225215937,10.00869328,7.523642598,6.248340663,4.212206877,3.936572434,7.66783191,6.894845308,3.313135785,6.175144782,7.73849347,5.243233772,5.783162519,8.594533296,3.776107762,7.07809701,6.800649946,3.232965437,7.199079443,3.461234424,6.028494923,4.949172471,6.583462684,6.421095034,6.591522454,4.73303904,5.470004634,4.16977161,8.632136531,5.28359151,5.398303169,5.32285094,8.733949545,8.897285729,9.197099984,13.47848419,7.902964041,12.36408745,5.398303169,6.41202145,8.852713802,15.87317809
A0RV,LumA,12.5382618,13.52753852,12.54660821,15.54433421,12.49160944,8.819377471,9.62233355,5.865616166,11.62756086,8.784145072,8.790077215,12.41651875,13.66969691,5.810649707,12.91724441,3.093775531,4.527871366,9.276011378,5.365735166,14.35403197,16.97047003,9.993743023,10.25149872,12.59518927,9.806265945,5.93579146,5.415703626,4.658127752,2.896738684,8.387027035,6.959146857,4.197398162,5.510730233,8.768606367,6.200964777,9.02853292,9.660396395,11.60737715,15.65233364,3.80597322,10.25493422,7.213378947,9.57981888,15.26226762,7.785927278,6.424883052,10.41243852,10.8836213,8.289893665,8.334414645,6.53636616,6.992457313,10.36672787,3.031039775,8.183944272,9.806265945,8.592433805,7.40491995,6.142813024,3.879036682,14.88064469,12.98997909,6.22918465,7.989366926,10.35916614,8.31479696,7.985236086,5.829205526,5.7535058,6.135376435,7.213378947,6.618671463,8.896188771,6.912051739,12.04232916,12.97215261,13.47704322,6.812982278,9.525384266,9.114253144,12.44170312,11.45422573,9.821406375,7.289056106,18.23917674,7.370493923,5.07056814,5.260285868,15.72538315,6.929355635,6.002711052,6.484630515,4.957039194,11.84873409,9.965189292,2.965451434,9.870943391,13.26223428,11.41215007,9.289474947,9.598869126,8.926665545,11.85695257,12.30618137,7.754719679,7.816474079,10.42583589,3.372076693,3.516466603,16.08417752,8.970161852,10.17467809,12.50077203,13.61305627,4.458049916,8.792443259,4.139099521,3.647711136,3.031039775,3.561554492,5.101429103,6.394055062,5.1758113,4.139099521,9.104764816,3.879036682,5.415703626,6.950697667,7.747421037,2.965451434,3.516466603,4.594469115,4.333602545,3.421829728,8.728393514,6.406465419,13.94683618,6.575360292,9.763489888,4.527871366,5.1758113,6.607964957,8.271354105,7.985236086,6.277278939,5.62133572,4.01492011,3.421829728,6.822275032,4.990397791,3.76800537,5.07056814,7.494836587,5.1758113,4.973814907,8.805387592,4.253432197,8.567783456,5.994513899,3.948577615,6.336848205,5.610649042,5.487553911,3.879036682,8.169453804,5.023002456,7.095692734,4.046981319,4.139099521,4.922890972,6.755932537,3.842967427,4.046981319,3.80597322,8.149288742,8.075433895,7.635901834,12.14101549,5.204522596,11.4575841,4.852069634,5.161238499,10.96269657,14.95676728
A0DP,LumA,13.13473935,14.1407074,13.15600097,17.22524709,12.00566103,8.192418046,9.450256949,3.709026528,11.61686595,8.02206866,7.921896175,11.43873671,15.03248628,4.445992122,11.5252804,3.005419531,3.984660971,8.70823536,4.721626565,13.92076543,15.1906578,9.455923844,8.807612748,10.77190111,9.62307065,5.936832446,5.555616614,4.909559516,2.39969847,7.954287322,5.527188205,3.853416438,5.095305035,8.833964075,4.818651019,8.077035119,10.18589706,11.17434231,15.64570966,4.974168597,9.325801053,6.100138188,7.436469348,15.20636191,6.647625984,5.915055503,9.12702705,11.63903756,8.332490929,8.221541761,6.363976548,6.78001836,9.562199264,3.08558988,6.78001836,8.701890347,9.291350113,6.78001836,6.331463734,4.415295325,16.34617968,13.71482341,4.864821201,6.955621298,8.517285112,8.158066541,8.528085125,5.438378938,5.764879763,6.147599542,5.98987868,9.769058738,7.581768901,5.936832446,11.19199366,12.12161494,12.60134298,5.015687866,8.851267971,8.435513605,11.33620839,11.64834798,10.82505122,5.637687747,17.99616804,6.66077136,4.562637041,4.31908001,15.04738174,6.156907284,4.644320839,5.915055503,4.721626565,11.84507325,9.870843509,2.920530633,9.721234475,12.70561151,11.28539484,9.137643823,10.66546637,9.532114377,11.68278682,12.66368203,8.28021365,8.269526972,12.43210361,2.920530633,2.39969847,16.46190229,8.292934042,9.360455938,12.31888567,14.4097248,4.696315477,7.916426235,3.604056969,4.065961073,3.758779563,5.170757263,5.015687866,5.512761135,5.423030974,3.005419531,7.163848894,3.604056969,5.859130089,8.69071898,7.710607564,3.806873852,5.015687866,4.6176035,4.415295325,4.025883634,9.205372256,6.061011857,12.98265856,5.870489951,10.24818534,4.179917262,4.841920799,5.979424323,6.395772767,6.46485115,5.836138446,7.377973699,3.36798961,2.830332824,6.844803307,5.152260919,5.075808859,4.351869945,5.915055503,3.36798961,4.28552745,7.543248056,3.161538733,7.341702919,5.904042511,1.963599355,6.47232627,4.67055238,6.32321974,3.36798961,7.417233129,5.541472431,6.509131711,3.08558988,5.152260919,3.853416438,6.712186869,4.67055238,4.696315477,3.604056969,5.702685001,5.727885556,6.010562834,10.90973158,7.757250475,9.887014237,4.142923055,4.909559516,9.749196062,14.08724532
