,Label,RTN2,NDRG2,CCDC113,FAM63A,ACADS,GMDS,HLA-H,SEMA4A,ETS2,LIMD2,NME3,ZEB1,CDCP1,GIYD2,RTKN2,MANSC1,TAGLN,IFIT3,ARL4C,HTRA1,KIF13B,CPPED1,SKAP2,ASPM,KDM4B,TBXAS1,MT1X,MED13L,SNORA8,RGS1,CBX6,WWC2,TNFRSF12A,ZNF552,MAPRE2,SEMA5A,STAT5A,FLI1,COL15A1,C7orf55,ASF1B,FUT8,LASS4,SQLE,GPC4,AKAP12,AGL,ADAMTS4,EPHB3,MAP3K1,PRNP,PROM2,SLCO3A1,SNHG1,PRKCDBP,MXI1,CSF1R,TANC2,SLC19A2,RHOU,C4orf34,LRIG1,DOCK8,BOC,C11orf52,S100A16,NRARP,TTC23,TBC1D4,DEPDC6,ILDR1,SDC1,STC2,DTWD2,TCF4,ITPR2,DPYD,NME1,EGLN3,CD302,AHR,LAPTM4B,OCLN,HIST1H2BK,HDAC11,C18orf1,C6orf192,AMPD3,COL6A1,RAB3IL1,APBB1IP,PSIP1,EIF2AK2,CSRP2,EIF4EBP3,LYN,WDR76,SAMD9L,ASPH,RBL1,SLC43A3,HN1,TTC39A,MTL5,NES,APOD,RIN3,ALCAM,C1orf38,PLCD3,BSPRY,NTN4,IL1R1,EMP3,ZKSCAN1,FMNL2,OGFRL1,IRF5,IGSF3,DBP,CNN2,CAMK2D,SIGIRR,AKAP9,ICA1,FGD5,DSG2,E2F1,QSOX1,TOB1,CSF3R,SHROOM3,CCDC80,FRMD6,CXCL12,CCNA2,TIGD5,ALDH6A1,POSTN,FZD4,NCAPG2,SDC4,SNED1,PLEKHA4,KCNAB2,SH3KBP1,IGSF9,DNLZ,S1PR3,PTPRE,FLJ23867,PLSCR1,LMO4,IFITM2,LRRC25,TST,NCF4,NCOA7,IL4R,CCDC64B,SGPP1,RUNX3,SLC5A6,IFIH1,PREX1,PLAUR,CDK18,SLC43A2,GK,ICAM2,YPEL2,CBR1,MEX3A,ZNRF3,PTPRM,C1orf162,GAS6,C1QB,PVRL4,CTSK,MRVI1,LEF1,PLCD4,ZNF37B,MEGF9,GINS2,FAM13A,CPT1A,SNX10,TRIM45,ELP2,ALOX5,AMN1,CERCAM,SEMA3C,KRT8,TP53INP2,JAM3,ZNF680,PBX1
A1AV,LumA,4.976228877,4.682798459,5.538055062,6.98400472,5.848000439,5.651612234,4.316292134,5.141501303,5.500437374,2.457873907,5.129389717,5.598403793,6.552753302,5.758279354,2.513791337,5.558167901,8.16555534,3.953795784,5.098985138,7.865093865,6.441399182,4.752617322,5.976681127,4.214966099,8.615100206,3.119876608,2.307478002,8.583557337,2.750077364,6.217621968,2.560117307,6.700747623,4.104680862,7.28515508,4.859132963,5.66005625,5.48401039,3.545359977,7.763268592,1.481050196,4.398271326,6.766728606,7.031877148,5.033449367,6.355351815,4.729999243,7.371174461,5.421079393,6.902632565,6.692755746,4.683670662,7.57610461,2.540995713,4.007931326,2.655664361,4.232951554,5.396288659,6.991243638,7.727347452,3.590700142,7.312194651,8.515709951,5.170353853,3.018448109,3.545359977,8.14600891,3.979591205,4.205281326,5.740209208,6.790720501,3.543440025,7.756756556,8.951733581,4.341931178,6.189039141,8.099875343,4.572236645,6.235253377,4.947470725,4.870314689,5.567647739,5.050452709,5.27653691,5.390958704,4.294762906,8.080884915,4.202850151,3.978170026,9.074177545,3.043123145,3.476575079,5.179712799,4.462691283,2.124326369,4.275952478,4.013283274,4.226981557,4.695825253,6.787215126,3.845737505,5.190797493,6.273722144,7.16601872,6.776688454,5.697670367,4.157114133,4.099461865,7.593726791,3.106931016,3.893257871,5.585022773,5.389890235,4.408858017,3.691261128,7.56324884,4.640303972,4.52338319,3.968183366,6.140634831,2.882160226,7.052954306,4.218581089,4.614925231,8.419960911,7.000022661,4.323024464,7.982256745,3.49656521,9.185229708,6.60945638,3.402228504,8.171490255,6.686895745,6.286695563,5.626433067,3.376051726,1.85379886,5.668931254,10.90822893,5.138972674,5.519613081,8.260252057,5.666687834,4.632195238,3.6237943,5.112649491,5.612761333,1.236645944,5.270094497,4.573178295,6.391030997,4.061048616,3.823752886,7.705507783,1.777423927,4.244818761,1.97273927,3.993725554,6.150131082,4.588160404,4.528246647,1.87227662,5.930961996,3.425354729,9.507044415,4.93726852,4.323024464,3.778751773,3.4232674,2.658079812,5.582219438,2.857732541,5.208479163,4.837352797,5.76843525,2.575234956,4.928465871,5.512758852,6.164883884,7.75406047,4.124085544,6.017721059,2.944699501,3.90377495,7.882004869,6.218223952,3.246907703,7.127117478,4.504751479,3.470523905,6.892484265,4.160876837,2.873106018,6.21158775,7.708403201,10.13871568,5.925619495,4.432916888,5.48401039,9.888184912
A0RO,LumA,3.593910411,6.831736527,5.843992166,5.434282683,1.918908458,4.426421587,6.748002354,5.586097997,5.155271023,2.230186035,6.864181021,4.258638365,5.19384847,4.639253425,2.69243684,7.057711563,7.917690497,4.836391711,4.394179185,7.27804714,6.681041705,3.927632537,3.615723888,2.140739781,7.029041764,3.97199741,5.0722492,7.751529666,2.17135506,4.455944912,3.946403622,4.897028441,5.296455478,8.096958304,3.766342465,4.438711202,4.650770889,2.847968806,5.305990551,3.395936556,4.027297147,5.873500636,6.160947065,7.158987367,5.575470103,3.348958273,5.425046645,2.204506328,5.140926116,5.281749395,6.810417003,7.973134961,2.470997835,2.422317999,2.283853553,4.025940018,4.259793033,6.058486911,6.343874629,4.416099256,6.931134078,6.950378409,4.192440992,2.902226601,4.711119321,7.859458514,3.929085319,3.013219774,6.511296448,4.951650407,4.729576059,7.89751993,5.516782648,4.692423112,5.185364432,9.3784211,3.195669504,6.525352404,4.804298652,5.210668323,6.00542538,7.404958685,4.684704316,7.912834827,6.011951667,5.632754932,2.015058731,4.624113862,7.165164166,2.251707183,2.218829754,4.765796199,4.817692225,2.155707151,3.837221328,4.128127656,1.993005938,3.163942636,7.889680785,1.207724391,4.012299874,6.397327053,7.217220589,3.718422907,4.722054016,8.183942748,2.9516614,7.373428626,1.764741674,5.342423146,5.144056675,7.855071298,4.458964523,2.712820456,6.589162787,2.893324159,4.329650729,2.943059734,8.387783576,3.837577249,5.025483951,3.475633366,6.049499596,7.077495913,5.853065519,5.118182782,7.790404731,3.5810323,9.194034321,8.211212992,3.584723417,7.390664264,5.422470607,6.21523832,5.061030558,3.228459956,3.491450835,5.871817257,9.252348406,6.085997277,4.418169501,9.017565311,5.246646582,4.595126203,1.493446331,3.507096763,4.385740406,2.884366442,3.969133636,3.406403288,7.904090179,4.562739459,5.616618681,5.763488866,1.168908489,5.189612586,1.731828441,4.537249223,6.012294375,5.027519584,5.748757715,1.790543383,5.35567886,4.965873551,7.763181928,3.010478503,3.166408343,6.626798397,3.749997405,3.270572098,4.465986694,3.98136686,3.718422907,3.487512861,5.029552347,2.664803193,6.01844845,4.975746949,6.89293749,6.329646408,2.434642813,3.121372802,0.475041604,2.27016437,5.65750262,4.206884108,3.714081539,5.366746453,4.982058687,4.221184064,9.811852159,2.908130861,4.416099256,6.582716645,6.003358426,9.873799838,6.666963678,4.248202214,6.24149037,8.658504384
A08Z,LumA,3.338101895,4.578062296,4.027111409,5.675758212,3.367569513,5.717837252,6.458034617,5.776225038,5.331515339,3.420499357,5.21273913,6.434996425,6.225022322,4.029771489,2.904364547,3.941525959,9.56737173,4.866512022,6.392353804,8.988094449,5.958329638,5.736779754,5.631908994,5.55074171,7.082634103,4.534341958,2.966667437,8.694426559,4.198989069,6.171032795,4.060574599,5.416207261,5.935555279,5.777597695,5.460752228,5.922378212,5.758723818,4.702758677,7.388086797,2.446856642,3.962598553,5.618331676,5.332761016,5.761963724,6.222672668,6.203736387,7.88427704,5.828814577,5.216117647,6.753959036,6.458890461,6.385168055,4.664688766,5.104361492,3.801003698,5.383525788,6.794074495,6.884121155,5.059422427,4.744536641,6.049406755,8.180177739,6.153870259,4.719995944,3.866195251,7.595585054,3.862664434,4.521290872,5.550206346,4.530004701,3.050816618,9.109244023,7.226106535,3.854015244,7.393170117,6.431829458,5.576731888,5.703109161,5.829255803,5.656464362,6.712696222,6.676363734,5.08994447,4.574907827,4.704684033,7.306756565,3.338101895,4.679450233,9.655556956,4.347336024,5.119112374,6.281586016,4.454204508,3.727148414,3.180584065,5.496201905,3.645302438,5.744755562,7.909701922,3.54784667,6.358919443,6.502432801,5.728759607,4.065078127,5.713062545,5.902803324,4.68628723,6.970877532,4.476915017,5.123437096,6.963860536,8.401093293,6.501048491,5.455616,6.849948964,6.020712843,3.896750771,3.901794913,7.612990363,3.112075771,7.91651322,5.608446069,5.130616353,7.485938702,5.210708175,5.434886787,7.845633906,2.846243097,7.378016904,7.010579849,4.907212972,6.908133187,8.659859843,6.690278059,7.616318542,3.772024098,2.897646413,5.039612535,11.65729327,5.491737344,4.972595583,6.375531011,6.445711279,4.67159621,5.18817648,5.385927778,5.350701792,1.765647736,4.997886206,5.057916765,3.742224693,4.944354701,6.978855352,7.406096445,4.07255321,3.020219632,3.384484856,5.014335244,6.301125325,3.956147285,4.667653106,4.247847258,6.667207376,4.823743715,7.338725354,6.441387508,3.713825815,4.767745848,3.068867918,3.114771544,5.405000887,4.048495696,6.337257234,3.405945427,5.942914908,4.102071259,7.76731719,7.605667056,6.100025852,8.907109473,5.604326281,4.469006906,3.627143442,4.655759022,6.516751035,3.107222246,4.577778737,6.837937408,5.104602134,4.194035946,6.251936344,4.940274637,3.216519817,6.940152888,7.542072512,10.05385745,5.829255803,5.400850143,4.413579837,8.481415934
A0RV,LumA,4.312010683,6.562095806,3.146600632,6.527390346,3.08744136,4.689314231,6.137661639,4.723717161,6.001080033,4.108424536,6.063331039,5.067881337,6.369122838,4.227827954,3.48133963,4.876783646,7.879479453,5.557757001,5.610583506,8.076734869,7.955187153,4.720070355,4.77383074,3.908363306,8.289055839,2.997910515,4.676826062,7.265504566,3.481856729,4.129766503,6.405151436,4.489588931,4.138900389,6.860112182,4.787834852,5.25246009,5.331072011,4.56877561,7.275892326,3.546873149,5.043642945,6.164990688,6.207047292,6.254881869,5.015156389,4.57551873,6.182521846,4.289220095,6.097933811,8.141788432,6.55631245,7.841876168,3.762339557,4.931423874,3.380211456,5.57131471,5.652642913,7.044683438,5.718097041,4.684331866,6.765975868,8.341838527,5.583408742,5.104588003,4.15159172,7.669331111,4.428327766,3.40161893,6.679732822,5.876106358,3.790433894,7.262791471,8.519830607,4.339210054,6.62877413,6.386866313,4.54835472,6.516088413,4.429816919,5.809996872,7.034196816,6.448406749,4.686825354,5.568613341,6.11885796,6.664000789,4.594233893,3.307546449,8.344193895,3.929572525,3.307546449,6.049835404,5.134121383,3.333238372,3.709490357,4.419359676,3.979236953,5.094294587,8.905735582,3.443505313,5.667337757,5.345346374,8.481300337,5.349286711,6.310507933,7.837113972,3.919006627,8.110208903,3.790433894,5.111100346,6.949519124,8.438757195,5.913843778,4.292497845,7.057745636,4.362790366,4.833557435,3.049196243,7.290105708,3.224142226,7.456787459,6.001580808,6.205743918,8.586192793,6.652566443,4.748991681,8.13049128,4.171312312,7.084702685,7.45483403,5.721140992,7.725737384,6.62942239,6.693126634,7.085647746,4.343372162,3.037521784,4.651328824,9.408522168,6.351759507,5.514899604,8.499763827,5.404863674,5.834547107,3.440553635,5.024057346,5.841277559,2.63446885,6.097334089,4.886577565,4.135253952,6.077176804,4.91024232,7.144425818,2.380950164,6.074323098,2.997910515,5.733253127,6.151718067,4.526249144,3.512596426,4.332856252,6.787245445,5.755396089,8.767764015,4.111322934,4.390587766,6.145840028,3.706913006,4.26861199,7.173829513,5.291220392,5.389639158,4.905968434,4.856993788,3.231026459,6.451342602,5.444448583,6.133554879,7.158641352,3.743301378,6.99323476,3.431661456,3.386360142,6.487545477,3.261453932,4.245728364,6.593330444,4.396692858,4.56877561,9.530617672,3.518207749,3.518207749,5.612551819,8.523758399,10.18322973,4.763237794,4.9687842,4.09264099,8.62579506
A0DP,LumA,4.391098986,6.629840624,4.792596743,6.071293217,4.333237513,4.153338619,6.413722486,5.281941877,5.716242726,3.478826632,5.940716685,5.535366243,5.739305242,4.825183943,2.262102663,5.64860894,9.148463719,4.874919252,5.799446811,8.573756082,8.129245944,4.437852394,4.950718156,4.190805669,7.251131376,4.144272904,5.096972246,7.322192499,3.434236475,7.275209444,4.940280007,5.24085499,5.256084269,6.863501838,5.267819325,5.174719243,6.414099665,4.364801647,7.559945119,3.196371819,3.968462211,6.342351625,4.950718156,5.939668997,5.318670834,5.897666406,5.078053346,4.334832117,5.163096611,7.896519614,6.137207485,6.383221752,3.828319583,4.486327369,4.294425449,5.844922595,6.239081866,6.60560494,6.149945913,3.549423819,6.271085383,7.780048648,5.075089162,4.705290993,4.830506713,7.150587459,3.11332429,3.968462211,6.134005253,5.500175219,4.0600084,8.555663397,11.1701834,3.828319583,7.00042348,5.857181142,6.706061433,5.852690934,6.295449741,5.38893107,7.32098609,5.923862306,5.125814679,5.145030595,5.374784332,6.521629897,3.958152113,3.501950563,10.18900245,4.461403044,4.747809525,5.818379484,4.513027351,2.378009873,5.511733248,4.972395152,2.888555492,6.869565702,9.10502948,2.737597284,5.882480971,4.932928301,6.954483424,5.212509755,6.128958677,7.226859388,4.899912458,8.267280221,4.164143146,5.018769682,6.221086398,8.837688263,6.236524773,5.019761376,6.466322358,4.317192644,4.440817465,3.333502907,6.921697452,5.480830577,7.708651972,6.446913638,5.470015701,8.508133063,6.21979237,4.94863651,8.18886963,2.914382702,9.227691199,7.18922743,5.172937149,7.987660597,7.817310504,7.019389629,6.910511975,3.002104769,3.652770093,4.883770667,10.11413321,6.489896198,4.78794707,8.161618492,5.533193972,5.716242726,3.859675348,5.206424928,6.19849064,2.282078804,6.061516714,5.421310352,6.871489766,5.180052149,5.021742954,7.791121276,3.109603086,4.497448553,3.220726353,6.463044878,6.183965242,5.045310854,3.918288484,3.810090818,6.372120484,5.345023421,6.771702247,4.930820809,5.515724923,5.431780139,3.541158818,3.627723511,5.235742561,5.558959476,3.756363367,4.415418841,6.007731614,3.543918869,7.240110563,6.626589179,6.50967817,8.048331463,4.180199717,4.872725228,1.799734837,3.670560287,6.923553275,2.808178128,4.158805191,6.05735474,5.674029662,4.111155333,7.442451907,4.488879462,4.079163624,6.689641198,8.609933371,9.548968877,4.766836906,5.298381362,4.741811792,8.568004639
A0EX,LumA,4.971500363,6.442082168,3.858766388,5.216954797,3.814053938,4.377855296,5.570566511,4.667191399,5.460207946,3.780604492,4.940139236,5.736065646,4.351278593,3.38241547,1.542212375,5.271519378,9.652965409,3.940279756,5.368946347,8.701560099,7.834699277,4.883561311,4.934182296,1.445017516,7.686367685,2.812197104,3.654134038,7.162491862,2.224486734,3.579770288,5.7485657,5.047044435,4.083510402,6.259999861,4.835367206,5.287182825,6.044677075,4.299702022,7.075190091,3.794897257,2.759271621,5.79766896,7.361488542,7.099568676,5.1474298,6.323661816,6.898316526,3.146937157,5.592164749,6.083319232,6.395151154,6.744276176,3.564426015,4.132889875,3.058431426,6.563463394,5.321055214,5.717110118,4.630823216,3.814053938,7.23414296,7.892391195,4.529105972,4.781089186,5.107439417,7.677480549,3.765676935,3.687567642,5.050719732,7.063413225,3.637122123,8.960178166,9.434365834,3.426958663,7.164825408,6.38972021,4.614774389,6.778066987,4.023056395,5.498388595,6.888594712,7.191289328,4.298156535,4.938156245,6.067079335,6.747393649,3.848245301,2.859063718,9.660727289,3.881645536,3.287514585,5.769904919,3.546315826,3.69463236,5.156813123,4.458923819,2.161090532,4.704999332,8.925534081,1.964691896,4.976397487,6.12226382,8.802424138,4.830030235,5.808406339,7.859535294,3.517389612,9.849236907,3.16739462,5.717110118,6.588015668,8.24850175,6.74965662,4.584668828,5.904966774,3.559274579,3.858766388,2.333928231,7.161217409,3.747041085,7.881241804,5.368946347,5.171260486,6.814325813,5.488260352,4.663595533,7.594301186,1.972462797,6.609979029,7.245211781,6.118766553,7.849020104,8.67404865,6.173730658,7.762300291,2.577127208,2.661705447,4.550732242,10.20771491,5.891667192,4.129418105,8.159926745,4.964698125,4.935176753,2.932615168,4.826818843,4.225224955,2.393027818,4.295061294,3.839773127,3.779032035,4.694465487,5.79969611,7.351466074,2.033172718,4.313534956,2.161090532,4.818219279,4.811736109,3.622378936,3.71098322,3.259203859,6.592926784,4.4096871,7.962505563,4.200623053,2.587741094,4.491740167,1.489024677,3.728321756,5.078890461,5.182108386,4.912127606,3.981299158,5.296499979,2.133628584,7.340060055,5.231600381,5.525054743,8.806913407,4.74070432,4.884591268,2.916591499,2.816520909,6.419162926,2.174627164,3.692986928,5.362306878,4.542219829,3.774594226,6.825900495,3.92233685,2.983496743,6.645655029,7.614465051,10.47412673,4.782194931,5.60659399,3.811889955,8.381496376
A15R,LumA,5.829542623,6.122817733,4.058641526,6.802336839,3.339113723,2.615647319,2.957603108,6.721795512,5.379089462,1.559729749,5.810325293,4.932753365,1.184279764,4.747195037,1.901941419,5.186518838,6.731314459,3.686440301,4.140061796,6.639799072,6.29513065,3.496829552,4.791590473,5.484169445,8.367640926,2.3181188,2.637619414,9.24565064,2.273308665,3.376925859,6.719221921,4.420922158,3.525730837,6.173116489,3.864686322,7.314504847,6.092740748,3.174952785,5.376758518,3.153326931,4.106693371,6.195492692,6.74493409,7.93704729,5.896810019,5.068427277,6.610736531,2.695625707,4.881146985,7.648509255,6.673804679,7.614587522,5.238793854,4.247383007,2.209144711,5.96914827,4.666639999,6.427162503,7.06186077,4.625607823,7.455258427,6.618053283,3.512202112,4.268327958,4.261268607,3.906653942,4.903341413,3.369442617,3.300282986,3.772651856,3.933546729,8.369400591,5.449986179,3.993195251,6.24414383,9.186525566,2.671485717,6.049591742,3.872648948,7.273870246,6.140787318,6.899391013,4.481186546,6.47501953,6.129201877,7.72956917,1.250959554,5.609371116,8.907109899,2.602938973,2.077548447,6.845961706,5.663537752,2.659263192,2.308602291,3.369442617,5.158568279,2.851478359,8.658252483,4.328423325,3.620194923,4.68935868,4.676528641,5.691940975,5.979016835,4.110065206,2.51749348,8.440205433,2.12720514,2.896432689,4.759743578,3.92080296,5.500533947,2.412171059,8.074780041,4.366513408,3.07727386,4.221294487,7.561288682,4.578466188,5.974399398,3.168498816,6.067236702,8.126404665,5.54106737,3.102320566,7.21767049,5.93786652,7.922498283,7.844473805,3.58347141,6.470654379,6.328095284,6.642518179,4.669689734,4.513340182,3.93987638,5.516172816,9.478343446,3.904765841,6.454829732,8.441153935,4.319712519,1.886294697,1.641104629,5.711310741,5.762560212,1.059616316,6.485766713,4.025694638,6.280509018,3.43005217,2.904221381,7.141594844,0.604087116,3.766967335,1.040895346,4.120133213,3.755530046,4.61298797,5.475045678,1.95290311,6.186705139,4.909159821,7.450278856,2.757135726,2.631375934,4.052813084,4.01254236,1.434720642,4.746083077,5.270574556,4.575265775,6.497722163,4.179110747,1.13216527,5.322564051,4.24602484,6.668287702,6.175532374,4.39719803,3.415591144,4.737388446,5.042191789,4.939800597,4.436225992,2.807156943,6.789426181,5.305508538,3.626486873,8.070026794,2.885980069,4.252141861,6.352261958,8.726180199,9.615289903,6.143806311,4.099925966,4.306057519,8.770402139
A0FD,LumA,5.114807524,5.00496795,4.246866513,5.049329801,3.457678427,3.599680091,7.997887536,4.457586358,4.636253103,3.696908097,5.327484089,5.356389577,5.436167265,4.127262224,1.5014498,4.586275961,9.915563783,6.539632556,5.720932741,8.791737976,4.633665273,4.611480932,4.445833728,3.610248296,7.087840772,3.104743163,3.335617937,7.736815168,2.614777048,4.453190412,2.03610546,4.552426429,5.456076343,5.837953243,4.692037677,5.339443075,4.780081079,3.039773473,7.793554828,3.031934343,6.192437551,5.324053482,6.824667547,5.517017221,5.284416801,5.431705465,5.64008519,5.229780741,5.014944765,6.286863287,6.507133052,6.521900969,3.335617937,5.65419757,4.010027869,7.111280453,4.859741446,5.099886922,4.730084315,3.216171628,4.680801322,8.455981954,3.795284512,4.121345514,4.57147993,6.059939164,4.479367388,2.797743778,5.034693562,6.867694036,4.18104701,9.839324442,11.17366228,3.319608091,6.540668835,4.663146813,4.258670459,6.761878692,4.159622135,5.415987118,6.013421223,6.926487942,5.426482478,6.518047719,5.555804166,7.736664478,2.594535141,3.743422533,10.64044872,4.502243754,3.253729905,5.318650615,5.209941311,3.591702963,5.238262466,3.973658707,2.376626236,6.404996413,7.034882607,2.636497398,5.369466095,7.82763335,7.257737846,5.792857535,5.984265446,6.816134341,4.246866513,7.292808,3.082144661,3.556616255,5.234057709,6.802087287,4.727659832,5.159565346,5.190705959,4.112080109,4.179273581,3.004155734,6.502885732,4.82477776,7.548062962,4.010027869,6.091395926,6.176525533,5.725800374,4.57956935,6.963277636,2.900338498,6.816134341,6.91294656,2.454934381,7.958883276,7.695695428,9.072148007,5.420490219,4.885614684,3.163327896,3.905103978,10.39390661,4.643126453,4.773043892,8.845814529,3.944723935,4.179273581,3.134332884,5.459733197,5.172102442,4.308192152,4.451692652,3.781324263,4.586275961,5.781798255,5.717271176,8.953247853,2.364192956,4.87625393,2.388954586,4.115793572,5.7415078,4.095251415,3.382608972,3.445926549,6.153516389,5.881681971,9.037513779,5.684517171,4.179273581,4.45172201,1.70249728,2.592244231,7.048798492,6.21588598,6.648741223,3.177610141,4.425033872,2.534767361,7.192643412,6.716029257,5.946711383,8.594038206,5.426482478,5.320260823,1.921975706,3.5345928,6.537211649,4.811330419,2.253469784,5.456076343,4.866369136,3.917325885,6.423091291,3.051453287,2.783807421,7.161545187,8.458962321,9.93435337,5.116661943,5.159565346,4.908722506,8.231766699
A0ES,LumA,4.491791303,7.224767147,4.211226859,5.603656272,3.962618586,4.249810094,5.447100883,5.70432958,7.083449495,2.989581576,4.456596795,6.038613128,5.553335371,3.324397113,2.63046855,5.774815713,9.859884544,6.447318065,5.820646635,8.249316311,7.633697357,5.032139952,5.802592504,2.676514618,7.683898712,4.09904953,8.110501544,8.24167913,3.83853759,6.840414231,5.21095632,6.400757438,5.261680821,6.706732004,5.221089644,7.383276275,5.886284157,4.682125417,7.232108777,3.3277487,3.084343676,5.770215162,6.296986784,5.096218455,6.341254237,6.743969569,8.364468711,5.550865405,4.581649907,7.493010683,7.795562903,7.057366274,5.085165455,4.335725351,3.455733443,6.700895465,6.37445888,6.800944513,6.39938521,6.495316047,6.891821737,8.930883788,6.184373025,6.346960349,4.493644544,7.185100703,3.351729377,4.397337369,6.723553149,6.046524719,3.866575627,7.063010877,9.562591535,4.059631454,6.763301212,7.175712898,5.530324863,5.410894111,5.870028775,6.537779395,7.195614222,6.451296715,4.798093134,4.453955371,5.34316333,6.275829517,4.415100739,3.72476451,9.195760613,3.780644767,4.073464419,6.078601852,4.840170987,3.502498512,4.05924884,4.713383943,2.578060555,6.201402695,8.575616302,2.690046295,6.007282491,5.48511448,7.830348984,4.494364414,6.474940739,9.57957924,4.65132764,8.554998635,4.914103461,5.717604349,5.69261322,8.028990854,6.803021668,4.282930292,6.617193416,5.448428489,5.920170607,2.914139931,7.146154858,2.327938986,7.659458525,5.884323434,4.51605287,7.561788159,5.414186399,4.908326388,8.176371444,2.125911788,7.326646588,7.981189833,4.061367846,8.372883322,8.207880722,6.485002606,7.992141695,2.845096471,2.234558566,5.152839697,10.41680159,6.789618101,4.409658091,8.972761549,5.439109308,6.305070554,3.074059532,5.516466934,4.753677815,2.008411771,5.705973473,5.713192934,5.025928582,5.675708828,6.09649543,6.830011091,3.070615129,4.768635464,2.917978404,7.280990447,6.910486362,4.354074625,5.37911178,4.225235838,6.005592496,5.336008232,9.364453507,3.982916285,3.824249887,5.08772385,2.914139931,4.435663207,5.388825362,5.209398842,3.936364627,4.449984146,5.761525396,4.127507791,7.594685444,6.965537494,5.697646259,7.498788954,4.944530301,4.503334335,1.926942153,4.686632557,7.101705412,2.300735209,5.727617388,6.638578584,4.200236155,3.907694926,7.243242882,5.133012154,3.668912587,6.521097116,8.904329633,9.433381656,5.886773888,6.004721918,4.768635464,8.481923554
A0BM,LumA,3.854894185,7.563725495,3.714711276,4.972501346,4.167155071,4.587572012,6.192931718,5.252754562,6.138429078,3.3677327,6.308072529,5.401813666,5.908968495,4.948365316,1.209803628,6.440440152,9.455737812,3.890296405,5.667858499,7.948560948,7.693055831,4.195735411,4.643341859,0.099397819,7.042707564,2.763378785,5.689030396,7.179730378,3.314800948,4.233817698,4.091742967,5.450062085,5.107164742,5.227810666,4.752305836,6.834593564,6.032223253,4.367721227,6.875719819,4.046812115,1.80299615,6.484768015,6.524265209,5.595603293,8.456988369,5.407378379,5.658555361,4.494434389,5.874026821,6.988793023,7.024717613,6.675357052,4.006315589,4.657084628,4.539729039,5.632183123,4.399341485,5.318024946,5.263839933,5.461876091,6.350287317,8.533773736,4.321312472,5.152934771,5.31920616,6.113452953,3.973679604,3.92795161,5.644487418,5.172674983,3.84836289,8.461542499,7.207427166,3.311338051,6.122277638,6.965217117,4.595393578,6.293860138,7.478002533,6.277405041,6.918047063,5.282128723,4.399341485,7.236791741,4.99485093,6.08665011,3.510625958,2.817882485,9.045444327,4.075057558,4.529558973,5.261383996,4.228798083,4.261119605,5.96282499,4.383617984,1.869013506,6.348552837,8.830361356,1.584618357,4.843797968,5.553059961,6.879728707,4.633878902,6.644588696,8.754733414,4.153974561,8.369322466,2.366247704,5.316842579,6.143772887,8.684397472,6.184530029,4.663944602,5.77505283,4.383617984,4.535669867,2.586306548,6.935868956,4.132524506,7.9942049,4.931378018,6.029339074,6.390178191,6.733664254,5.780208971,6.9895352,1.036777819,7.450505446,7.964691664,3.282558921,7.561481169,7.692828015,6.821315084,7.310217346,1.623540593,3.464393031,4.527782157,8.328549265,6.498102924,3.760651543,9.242379208,4.579707501,4.509001204,1.816444771,5.354202556,5.569037006,3.023187298,5.952935024,4.937544879,5.456518048,4.700666272,5.621689361,7.767855995,1.418197014,5.07535812,2.062005789,5.160863339,5.245316513,4.948273738,3.899803118,3.353458865,6.675795178,5.04283443,5.433794301,4.097262305,2.655280522,4.231310073,3.527076725,4.439611977,6.205762733,6.268112902,3.451522847,3.429813148,5.295394647,3.477149415,6.90787559,5.06975418,6.966725526,7.324699736,4.278228268,4.151324113,1.646160379,5.047118394,7.277470353,2.384419831,5.072755055,6.606391963,3.637264193,4.180216253,6.603486065,4.046812115,3.955561866,5.794719063,8.169977443,9.671459153,4.970998849,5.354202556,4.156620563,8.234792365
