,Label,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A0RV,LumA,0.117467585,0.853383457,1.123656549,2.299126734,0.806772526,0.285207202,-0.312112602,-1.211573222,-0.864082047,-0.210283463,-0.356903714,0.005377302,0.234447471,-0.077403451,-0.163675649,0.025041224,0.108978421,-0.209218203,0.019246166,0.250763753,-0.585973792,-0.041617106,0.12331421,0.540737979,-0.09254435,-0.24875971,0.370383188,-0.019380484,-0.181117121,0.228663194,0.046883332,-0.053946687,0.271556109,0.68383862,1.194382941,0.049045476,0.125851428,-0.029027325,0.00075461,-0.452005305,2.66061915,0.080134078,0.70047522,-0.139277938,0.243385167,-0.317519731,-2.004449637,-0.069199518,-0.132285718,0.436510269,1.893175403,0.241499385,-0.002236491,0.23703968,-1.026708731,-0.098192674,0.03708836,-0.214290073,-0.770672431,-0.693400268,-0.265783965,-0.191986906,0.051106919,1.761787317,1.87172313,0.338164596,0.061582627,-0.240996204,-0.134226858,0.149536548,0.128159933,-0.026405537,0.693122971,0.088059953,0.109205545,-0.023244758,0.156861967,0.222250378,0.134245115,-0.889578262,-0.029202852,0.047544406,-0.00075461,-0.403028231,0.0643733,-0.165296566,-0.27730708,-0.105624935,-0.010072666,0.132186717,-0.136290562,4.267146017,-0.206108184,-0.304738705,0.02101514,-0.271032876,0.021120349,0.278752431,0.115695067,0.156961878,-0.363845932,0.006955815,0.081744884,-0.485328939,0.244600971,-0.321285067,0.107585979,-0.13236519,-0.15970485,0.027306368,-0.147737601,-0.352817608,0.455345434,0.243126958,0.22671397,-0.053683297,-0.18354713,0.121821717,-0.183629669,-0.159717779,0.712740464,-0.261677775,-0.169521964,-0.428788126,-1.083546254,0.592304087,0.219525884,-0.152695,-0.156747831,0.570878835,0.169523223,-0.070588023,-0.04258462,0.232013932,-0.038392721,-0.00840862,-0.036147659,-0.140403582,-0.17806585,0.48317029,0.275351896,-0.222613867
A0DP,LumA,0.612082786,-0.242564013,0.09140356,-0.001790639,0.115750264,-0.488470315,-0.099595785,0.160907176,0.754518707,0.157905097,0.614828499,0.166539635,-0.899971491,-0.297819343,-0.845389536,0.273283089,0.309326713,-0.084820793,-0.035278024,1.764764381,-0.633909925,0.671174256,0.596005883,-0.092226717,-0.037208234,-0.371054258,0.386709229,-0.458561907,0.000290751,0.351649433,-0.547915081,-0.086742817,-0.373445809,0.087248063,2.041872445,0.058937486,-0.21106498,-0.335934204,-0.810912355,-1.984796418,2.217203086,-1.670765766,0.548746111,0.268675412,0.161313629,-0.234563211,-3.591786783,0.723762443,0.343346254,0.556508863,-2.64590854,-0.651891252,0.362213252,0.176684379,-0.355190769,0.116191888,-1.304690132,-0.535070529,-0.418633731,-1.048007402,-0.179799529,0.401448453,0.310692164,0.863925965,-1.111587695,-0.787971112,-0.108775558,0.245433163,0.019365509,0.430878858,-0.323217019,0.033387197,0.817220002,0.197836444,0.791740305,-0.264220043,-0.024885329,-0.255792495,0.481188964,-0.216737418,0.150308602,0.321444116,0.393038679,0.705989829,0.484614982,-3.191495459,0.062460148,0.176404645,0.3634555,0.684482491,-0.0458728,-0.137461365,-0.473222871,0.517771465,0.213128105,0.420102403,-0.000290751,-0.123474976,0.181068733,-1.065128458,-0.576575673,1.081677974,0.945227045,-1.356280446,0.078274014,0.930897663,-0.527024102,-0.007717073,0.313384835,0.484277103,0.306165136,-0.45946745,0.927990162,0.137022183,1.231125311,0.121278849,0.424236965,-0.793486678,-0.147983147,-0.099965668,0.138831833,-0.7025175,0.175449289,-0.442423786,-0.821339664,0.54723253,-0.199543448,-0.024557854,-0.166768372,-0.576901728,-0.240288737,-0.46513356,-0.163162245,-0.138596238,-0.055316225,-0.225910504,0.390584179,-0.148202185,-0.753870027,0.035447915,0.175587312,-0.080982618
A0EX,LumA,0.192255533,0.16823552,-0.363690485,0.123040784,-0.16091943,-0.367275698,-0.114109523,-0.257816092,-0.050326894,0.071229504,0.613602932,0.095653228,0.220534342,-0.124033518,-0.793084585,0.587935509,-0.063192551,0.020680038,-0.35296726,0.722141909,-0.347424879,0.283589652,0.10199581,0.07020378,-0.32514544,0.006919536,-0.064154726,-0.006919536,-0.177617808,0.128069504,-0.015440352,0.148137926,-0.469818502,-0.234229052,1.382085515,0.095362344,-0.036030655,-0.235505271,0.090278264,-0.999305351,2.4958392,-1.793977404,0.099760214,-0.453577226,0.277499628,-0.11926969,-2.281216066,0.292538644,0.186872996,0.214831623,-0.750120804,-0.328963528,0.424937975,0.160943022,-0.17502565,0.057157334,-0.213454519,-0.365729213,0.028655134,-0.093258534,0.070629144,0.348581878,0.406203977,1.283093159,-0.553288854,0.660879041,-0.033692513,-0.109999258,0.735669243,0.091851394,-0.121868039,-0.02865723,0.735350486,0.438091839,0.218626569,-0.275475572,0.359339537,0.094034405,0.203227365,-0.593325544,-0.134972709,0.087866641,-0.40846141,-0.437273424,-0.034005552,0.783999726,-0.159175253,-0.165790591,0.07469873,0.536224628,0.176262445,3.323600368,-0.277834736,-0.220534165,0.044762989,-0.074627961,0.156103856,-0.035755056,0.1037379,-0.512914513,-1.334241429,-0.64505673,-0.55308309,-0.397629102,0.018284217,0.244696427,-0.033100903,0.226234388,-0.009186475,0.136692826,-0.019622066,-0.156561351,0.303490229,0.169433787,0.314515954,0.144751886,-0.21255278,-0.637079466,0.199357062,-0.106623335,0.51254058,-0.038216079,0.171046983,-0.232002883,-0.895731888,0.895993139,0.252669462,0.070105689,-0.598958557,0.060465189,0.194778064,-0.152864124,0.124463417,0.10657051,-0.188304139,-0.324383147,-0.108167113,0.777286962,0.142385452,-0.452163175,-0.115598137,-0.272405706
A15R,LumA,0.15951372,1.430367633,0.363670271,1.130706859,0.659599355,1.191687567,0.106692972,0.438276421,0.034455767,-0.168734696,-0.332187219,-0.170126836,0.326924676,0.345978901,-0.099186834,-0.365161085,-0.09946746,-0.178421558,-0.263365424,-0.210161169,2.034687248,0.03570186,0.421743084,0.680838534,0.294256992,-0.165006805,-0.124033748,0.805344992,0.03028522,-0.064973238,-0.23301166,-0.400443784,-0.098030042,-0.443290523,1.235693042,-0.060599617,-0.294425961,0.637732182,-0.730816484,1.674566982,-0.017953898,0.453806376,0.651438536,0.551824438,-0.082527048,-0.227363607,1.303181074,-0.188544607,0.08393574,-0.180186897,3.276187323,0.628196615,0.586545029,-0.02469902,0.505361823,-0.582645884,1.839913137,0.553302029,0.150378476,0.142400131,-0.122736408,-0.11841012,0.005920932,-0.40864198,0.347028955,-0.457265117,0.223041831,0.309761038,0.469671172,-0.075255984,0.218907669,0.020891452,-0.312298469,1.491814345,0.03891835,-0.154984037,0.175741052,-0.331800315,-0.125251354,-0.730979903,0.4919555,-0.085701935,-0.383612323,0.374343346,0.41830266,1.703272896,-0.005920932,-0.160170892,-0.134812304,-0.335488953,-0.172524056,0.512370843,-0.188318555,-0.106947578,-0.281869923,-0.436573536,0.607956152,0.128342158,0.250567279,0.765473584,0.040169356,0.135554062,-0.160170064,-0.529596652,-0.035095012,-0.275987975,-0.053297173,0.315582753,-0.05294141,0.256244667,0.047819633,-0.65108904,0.189475433,-0.363016307,0.009528404,-0.217788594,-0.28012428,1.206814651,-0.040463055,0.647019898,-0.988864094,-0.235136419,-0.009028891,0.372643388,0.72153318,-0.232340079,-0.238682472,-0.586942946,-0.114844509,-0.082908407,0.471903082,0.014736161,0.334886098,0.054480652,-0.108210816,-0.194063317,0.171020591,0.321149493,-0.388566045,-0.022741546,-0.045928275,0.265514707
A0FD,LumA,-0.0003993,0.302178722,-0.13796313,-0.618342062,0.044385705,0.783096201,-0.035333405,0.101927257,-0.728672028,-0.289663521,0.402335419,0.452007225,0.882371548,0.319140612,0.653699856,0.716964811,0.237300951,-0.87099906,-0.528217837,-0.632289943,0.664238739,-0.113850527,-0.068757935,2.18186196,0.178308708,-0.010003724,0.040466532,1.106034889,0.173775696,-0.095707719,-0.190565121,0.168426094,-0.100845551,0.162062998,-0.851866804,-0.069300943,-0.181012527,0.088282159,-0.139355783,0.174776117,0.207261253,0.62442308,-0.225366112,-0.109157063,0.042168349,0.146160872,-0.058186329,-0.192585209,-0.515355942,-0.123704541,3.662222912,0.264107678,-0.241700662,-0.039473889,0.677993191,-0.050069167,2.947181919,0.231260111,-1.212568479,-0.023711836,-0.28177638,0.611624179,-0.250275874,-0.318529629,0.44407435,1.241134987,0.079412142,0.37037623,-0.612869401,0.061631413,0.414456455,-0.03217186,0.035664201,-2.119631411,-0.313185984,-0.246089615,0.216100939,0.040801504,-0.172273591,-0.157857481,0.201373655,-0.068137369,-0.019859547,-0.474411168,-0.049597939,-0.568142237,0.214347848,0.349915383,0.088899821,-0.556362183,-0.046841352,2.572238105,-0.377909929,0.104571266,0.644897723,0.163329274,-0.175726231,1.361036025,0.622745296,-0.62810735,0.309325908,-0.444161537,-0.350489296,0.0003993,-0.197546499,0.768684125,-0.410688575,0.017978969,-0.009769287,0.056030141,-0.121604945,-0.367829002,-1.064641517,-0.046715574,1.310267319,-0.109390174,0.563646929,0.470112527,0.248136359,0.252783753,-0.565184506,0.561164253,-0.608112783,-0.181819051,0.599874362,-0.622917104,-0.042145964,0.371667738,0.016467009,0.216468036,-0.419553094,0.543035079,-0.416745088,0.339513899,0.008786332,0.20957638,0.110568134,-1.049108647,-0.156589509,2.221324508,-0.202990164,-0.606985739
A0ES,LumA,0.331390028,0.777901151,0.168433071,1.025242913,0.376614534,-0.179800997,-0.007782728,-0.062342374,0.217673154,0.13175845,0.485165094,0.239337338,0.3180559,-0.045969017,-0.495932408,-0.226198184,-0.130330912,-0.309615106,0.160849994,0.549770262,-0.237672487,0.373652985,-0.292306159,0.235509594,-0.184017143,0.112692658,0.266269109,0.028694691,-0.28788297,0.247631564,0.180121139,0.329236801,0.092721014,-0.310114012,1.183379419,0.117156051,0.034116364,-0.624739152,0.111596119,-0.258239897,3.40519131,-1.397984107,0.421220666,-0.354934051,0.184196224,-0.342719478,-0.411691339,0.055572939,0.250586823,0.326038549,-0.244435264,-0.339829436,0.220849507,0.053962993,0.213113811,0.140779802,-0.144646262,-0.637369156,-0.395422782,0.102922314,0.113139644,0.791294714,-0.303743276,1.513593659,0.390958151,0.853936076,0.136565928,-0.113449704,0.286994442,0.298820898,-0.166422855,-0.027731307,-0.112752306,-0.319059189,-0.183325184,-0.294598117,0.051685767,0.184244047,0.220975523,-0.538387764,-0.142833271,-0.024854054,-0.28823064,-0.044993419,0.00219138,0.004214704,-0.187015623,-0.201355354,-0.007691529,-0.002949592,0.121730452,2.148132308,-0.468676943,-0.201966934,-0.43631431,-0.203339021,-0.128120713,-0.621209756,0.129765223,0.408503956,-0.714915221,-1.04451909,-0.881274599,-0.340106739,0.235959769,-0.28771746,0.063023867,0.085057593,0.045936247,0.205341735,0.024537168,-0.164225294,0.240628842,0.24533616,-0.57090778,0.056973091,-0.202792285,0.45375033,0.469244489,-0.23190153,0.455405878,-0.022132364,-0.281266262,0.142581684,-0.256241778,0.642876818,0.238212633,0.267810601,-0.75610826,-0.384770942,-0.00219138,-0.216730411,-0.081044164,0.238165766,-0.089563053,-0.244108811,-0.269269697,-0.250568951,0.018696414,-0.736167542,-0.320978694,-0.043482194
A0BM,LumA,0.234077379,-0.044702482,-0.239659368,-0.266714277,-0.150066235,0.249263206,0.008670462,0.51770443,0.845228991,0.308507025,0.650083613,-0.008305565,1.231383754,-0.243190561,-0.484979423,0.253522183,0.258943381,-0.023183738,-0.669916611,0.313726063,-0.68898806,0.300494673,-0.134148833,0.471293619,-0.022893067,-0.024718938,0.138176878,0.091573961,-0.212476046,0.029334243,-0.240685682,0.073632877,-0.464479034,-0.475224518,0.433063484,-0.116708723,-0.148628622,-0.597270482,-0.109628622,0.02303963,0.927746035,-2.2914544,0.180945496,-0.217284477,0.500623995,-0.092939686,0.288287133,-0.067027628,-0.051256362,0.132139281,0.800828764,-0.390355203,1.106376306,-0.039367381,0.62638948,-0.492148706,0.479553822,-0.104595198,-0.729264612,0.24173686,-0.101671822,1.400798172,0.003169514,0.577491551,-0.688587914,0.178592151,-0.197509167,-0.025810795,0.432707881,-0.109503694,0.302710164,0.034846588,-0.035429907,0.920862819,0.050439293,-0.092070378,-0.005198251,-0.04529193,0.057222233,-1.089303135,0.346879465,-0.098176661,-0.141760084,0.200630626,-0.043992124,-0.637413153,-0.105639617,0.042711576,0.327808197,0.166983025,0.113149126,-0.748071573,-0.307230093,0.240462904,0.134154539,-0.227904083,0.444819603,0.128382359,0.029470019,-0.698502998,-0.290939081,-0.168449535,-0.114272395,-0.588281341,0.2212424,0.450733534,0.24529442,0.136192738,-0.020208639,0.054742957,-0.308412284,-0.473506424,-0.146061985,-0.075584054,0.047062347,0.063001668,-0.037293466,0.010432522,0.641336711,0.021698636,0.49337576,0.010472615,0.139094227,0.132978269,0.542293632,0.12875806,-0.003169514,0.444484029,-0.358348236,-0.026666376,-0.089256518,0.338742749,-0.150176989,0.618215995,-0.059443494,0.04555141,-0.207804555,-0.037800021,-0.198439345,-0.367365343,0.816817001,-0.333881997
A0EU,LumA,0.660234823,-0.388733604,-0.204978772,0.627686567,-0.077914163,-0.444591387,-0.184489694,-0.400254913,-0.498433747,-0.316781613,-0.551022946,-0.027930583,0.665947441,-0.283419683,-0.491571147,-0.554234541,-0.709350515,1.03036448,0.323120303,0.930674292,-0.335409529,0.655425083,0.582637298,0.436673653,0.178429107,-0.415347347,0.160332851,0.06449804,-0.695588985,0.035900252,-0.832561481,0.364881962,-0.129026533,-0.214832427,2.393209214,0.290196171,-0.312952507,-0.328491357,-0.576688062,-0.383957175,2.536270088,-0.381408644,0.881726585,0.025429952,0.534483813,-1.174215387,-0.322797025,0.26800783,0.142369556,0.138146452,1.273741228,-0.504222385,-0.594470806,0.229232539,0.278829242,0.020704328,-0.318495943,-0.470722763,0.222112607,-0.654138496,-0.097536219,0.727723755,0.60597784,2.707159619,0.555502612,0.200509737,0.01066901,-0.207281501,0.681211647,0.529097143,-0.794892924,-0.333618516,0.4837648,1.316599339,0.527101272,-0.01066901,0.188485932,-0.292959788,0.471464359,-0.178851063,-0.200419644,0.037861008,-0.096286077,1.060547566,0.396706378,-1.454044007,0.319401094,-0.15847307,0.086259541,-0.179121773,-0.217451914,2.793225186,-0.179472813,0.410118602,-1.008349116,-0.724686494,0.295048439,0.387831441,0.47839124,0.032479874,-1.066245291,1.035758399,0.579252725,-4.674606498,0.201741791,-0.970776417,-0.461161595,0.100399403,0.059539616,0.430355544,0.474049551,-0.209920398,0.874660978,0.257991804,-1.211905471,-0.39422188,-0.800942531,0.589597842,-0.232792618,-0.142492051,0.628317824,-0.312684368,0.29035013,-0.316081016,-0.488027394,0.429446142,-0.177135319,0.075447678,-0.57746524,-0.679827678,0.119804334,-0.690377337,0.523082312,0.106399209,-0.576704311,-0.593426231,-0.053914604,0.216660185,-0.133867842,-1.208717849,1.004128137,-0.372191
A12X,LumA,0.013995385,2.048079783,0.965439588,2.617861393,1.065225793,0.467571486,-0.43438697,0.397243059,0.435353043,-0.932242802,-0.878067204,-0.014620906,0.546219262,-0.439234335,-0.210199549,0.274866796,-0.674179841,-0.665436716,-0.251301874,-1.473161043,0.249037624,0.135948049,-0.124470955,1.075193627,0.269332362,-0.322072329,0.131173386,-0.047683145,-0.09287891,0.017160426,-0.099013097,-0.133825737,-0.180585727,0.101767938,-0.655729013,0.024715064,0.179402568,0.487122413,0.139184281,3.019340405,-0.862856223,-1.128114406,0.053401375,0.167164251,0.493225733,-0.226031891,0.777707813,-0.326494458,0.555005379,-0.071330624,2.246984291,1.054617184,-0.064452914,-0.211042835,-1.318861269,0.363584278,1.907789352,-0.301170121,0.455476421,-0.126265073,-0.080105711,0.816631359,-0.254211569,0.466750319,1.5640765,-0.373879763,0.419134737,0.101147044,0.36549809,-0.661378206,0.000144409,-0.126681789,-0.543350365,-0.055328961,0.073933342,-0.024407959,-0.256789395,0.336156996,-0.129991163,0.672676585,0.109525801,-0.001775964,0.266472219,0.127392291,-0.470843825,1.152285935,0.210435203,-0.312002298,-0.631655352,-0.639201949,-0.309212253,1.747412769,-0.078299258,0.042903634,-0.39511046,-0.14828919,-0.169889482,-0.324740118,0.313790689,0.503664917,0.007460195,-0.212541057,-0.117215864,0.090175482,-0.022936746,0.69937005,0.221183005,0.038060227,-0.264192066,-0.042210185,-0.122063452,0.648509548,-0.000773524,-0.044206353,-1.063387734,-0.274621577,0.117311368,0.356514201,-0.029140651,0.185007582,0.178045308,-0.426624456,-0.497107448,0.057700259,0.843854151,-0.418526422,0.097503505,-0.053458364,-0.121066743,0.418193106,0.375679244,0.622179168,-0.277872958,-0.07875434,-0.000144409,0.054610759,0.02588254,-0.699728387,-0.028164605,0.123122055,-0.132931269,0.296588233
A146,LumA,-0.125408708,-0.128222379,0.14332041,-0.200849582,-0.032803089,0.185805176,0.532359779,0.064636564,0.281063469,0.282156959,0.748654867,-0.136856835,0.880298989,-0.228733603,-0.668005867,0.00948412,0.783753004,0.700091542,0.758618296,0.802291454,0.043500578,0.17822963,-0.036094309,0.264474844,-0.062027149,0.056088901,-0.101719922,-0.41658765,-0.045690179,0.094828232,-0.241602709,0.367657955,-0.284403401,-0.412825525,0.368129684,-0.059407894,-0.1374915,-0.424374318,-0.147641982,-0.02267173,-0.123617113,-1.367818062,-0.357696387,-0.273780507,0.111632182,0.257291303,0.286513482,-0.098333427,-0.194669202,-0.186703929,2.104811088,0.810430122,0.201388561,-0.389918788,0.059068404,-0.194054704,0.417233333,0.029689162,1.00730926,-0.282193295,-0.238736729,0.520717711,-0.243620046,-1.104742606,0.54526346,0.748316387,0.01960398,0.454694249,0.392749682,-0.158140584,-0.026108191,0.101904646,-0.42676751,1.595809419,-0.133063652,0.211920841,-0.335352405,-0.103898393,-0.237132241,0.810887762,-0.045035436,-0.250664675,-0.180714561,0.232252031,-0.352660328,0.057836702,0.147448168,0.045137706,0.084127019,0.535336676,-0.088266583,3.612818177,0.072334975,-0.264981446,0.392181797,0.123518599,0.229625458,0.533974911,0.079419732,0.184051852,-0.658501036,-0.551032091,-0.499977157,0.142155928,-0.065864998,-0.095572667,-0.355835328,0.129609121,-0.12046527,-0.179678359,-0.021315089,0.021670154,0.10970361,-0.369821965,-0.295424578,-0.028926476,0.16168677,0.391040834,0.161994689,-0.165607531,1.09892213,0.19903248,0.343743689,0.057458012,0.785665621,0.700175025,-0.00948412,-0.021552363,-0.239821191,-0.099030398,-0.212801324,0.356695849,0.276203633,0.149429796,-0.161093897,-0.15243301,-0.032443548,-0.400779019,-0.091608388,-0.170187399,-0.394440781,0.289022442
A0CD,LumA,-0.109889427,-0.405889934,-0.490298631,0.097657979,-0.177630288,-0.262281043,0.087756292,0.595882767,0.731165025,0.087904862,-0.278153415,-0.097742522,1.884614608,0.034154307,-0.392734181,0.790062562,-0.087115321,0.062861191,-0.300912584,-0.401999989,-0.437398939,0.143244379,-0.237943089,0.977223622,-0.217413728,-0.089721066,-0.207019846,0.580174237,-0.062020925,-0.060820352,-0.236511282,-0.132797095,-0.447911487,-0.598976352,0.350867952,-0.038445874,-0.125418959,0.332217333,-0.266668355,-0.244116023,-0.310948812,-0.745627093,-0.140227606,-0.179293784,0.429387529,-0.052824435,0.122007567,0.065893571,0.355668645,0.029853948,3.145128973,1.040270562,0.478041045,-0.168044514,-0.63474003,0.728581938,1.117767513,-0.251420598,0.84578143,0.777825232,0.577198674,0.235983117,-0.03048128,-0.065842714,-0.175104556,1.317304982,0.064805028,0.464117681,0.973547779,-0.081072241,0.251742582,-0.068616176,-0.332154757,1.238414203,0.216706237,0.013480919,0.375012266,-0.104161692,-0.045621587,-0.154053987,0.611462879,0.115921349,-0.798758309,-0.371886361,0.007354882,0.609181183,-0.117935419,0.422226366,-0.125968636,-0.126598333,0.005423381,4.966094786,0.108382636,0.228271228,0.189921018,0.319241948,0.213629937,0.2847296,0.424490555,0.504584984,-0.227186866,0.349238794,0.021811829,-2.892640364,-0.240922181,0.319213828,-0.08834519,0.389091915,0.351204784,0.050051233,-0.329515422,-0.211821582,-0.01497223,-0.196694193,-0.055412164,-0.214300266,0.375724887,1.469826909,-0.170109392,0.237664337,0.10796815,-0.077011628,0.220852077,-0.005423381,-0.210054477,-0.165733128,-0.101009972,-0.115540773,-0.601078894,-0.040675012,-0.132852497,0.676348522,0.541627297,-0.460294928,0.097871424,-0.349238518,0.25680351,0.005594801,-0.169959948,0.301198788,0.105891929,0.616225891
A0BQ,LumA,0.296647253,-0.349529852,-0.157199758,-0.835315013,-0.159542589,-0.353195912,-0.037552026,2.091814968,1.431105613,0.314465902,0.886505835,-0.177261898,0.901741441,-0.058929226,-0.462680322,-0.249560507,-0.350028465,-0.336964461,-0.331983612,0.621798461,-0.064779091,-0.114382346,0.146182557,1.479140605,0.085190599,-0.077696941,-0.078984643,0.705014086,-0.027006017,0.039227987,0.236651443,0.86458018,-0.348579071,0.153210973,1.144545017,-0.064919398,0.111001696,-0.141416954,0.050432591,0.863536972,1.172144444,-1.425855027,0.05184949,-0.181242979,0.775881386,-0.343326573,0.79992227,-0.078498108,0.265971617,0.116019808,0.615434142,-0.07730109,-0.227905387,0.034199028,-2.563636161,-0.407586828,0.492629449,0.017916647,-0.307317028,0.717920997,0.442263001,-0.250151029,0.228570049,-1.194341848,0.482909687,0.344023322,-0.107500969,0.151801885,0.794854575,-0.121291294,-0.152897847,-0.026594937,0.553204671,-2.189649022,-0.02781513,-0.410904306,-0.02491642,-0.012644503,0.147601761,0.884066961,0.133846022,-0.062539063,0.377577897,-0.522646517,0.140356662,-0.148533251,0.286775502,-0.072472367,-0.053460696,0.38136251,0.042599519,2.091810353,-0.269575081,0.342872833,-0.23512032,-0.855722565,0.162155446,0.332626734,0.046671931,-0.187784808,-0.39270695,-1.064803431,-0.843939489,0.327325889,0.318820134,-0.776086334,-0.014062225,-1.03E-06,0.095186369,0.052829417,0.530664307,0.048852514,0.484580504,-0.029271775,-0.484253612,0.066547792,-0.716931328,0.371090265,-0.20822487,0.410541504,-0.190001915,-0.457182535,-0.232660136,0.161057848,0.160804957,1.39309577,1.03491942102241e-06,-0.421992105,-0.277042612,0.065819171,0.187221809,-0.138156219,0.047441309,0.452905689,-0.113016998,-0.423118809,0.359841335,1.276131986,0.198724695,-0.684755711,-0.335448977,-0.394589141
A04A,LumA,-0.103414188,0.370936976,-0.03421795,-1.051521573,-0.150080679,0.588634716,-0.022656953,-0.473501472,-1.053526692,0.044176027,0.331070914,0.095685875,-0.101380778,0.218314104,0.945066601,0.043878413,0.627548888,-0.702879512,-0.311814806,0.087522144,1.011987381,-0.007776359,0.116384394,2.528693031,-0.058652219,-0.08246201,-0.138912499,0.829523011,0.281567799,-0.239994934,-0.064732216,0.569809815,-0.029692025,-0.454715309,0.225609779,-0.061409328,-0.066901619,0.021248847,-0.026893193,1.337855602,-0.717997486,0.407878646,0.030451232,-0.175430462,-0.184365976,0.105330485,0.419042081,0.033019394,-0.228198882,-0.118863347,0.703123536,-0.096475078,-0.201765717,0.015942416,0.937783424,-0.07673468,1.365477142,0.497584389,-0.943433781,-0.001007849,-0.08976201,-0.191922888,-0.027439532,-0.522252182,0.48388545,0.162708158,0.721619778,-0.249349238,-0.305147254,-0.05683826,0.573397891,0.351172539,-0.013298702,-2.414172335,-0.338974831,-0.403353263,0.115838521,-0.106995444,-0.089221487,0.001007849,0.19124525,0.076561093,-0.170448082,0.71478629,0.407998387,0.002998823,-0.090025857,0.132206317,-0.090400617,-0.028896038,0.054244543,2.275251801,-0.450879508,-0.197770142,0.230475267,0.227297514,-0.180096946,0.927511303,-0.183673067,-0.55032334,0.548412739,-0.408686508,-0.142943374,0.391261961,0.075556465,-0.321483449,-0.228598468,0.533795286,-0.124049313,0.171793419,0.152175926,-0.232061402,-0.452589351,-0.159032427,-0.551045943,0.314844927,0.18806823,-0.022254814,-0.061226466,0.206662818,-0.477848118,0.126537089,-0.449461946,0.174824272,0.523421629,0.398014971,0.048271836,-0.09446881,0.307060151,0.546303556,0.202382791,0.199671431,0.019741235,-0.087994796,0.036291054,0.177534907,0.397859358,-0.381437197,0.162853939,1.014974112,-0.284623584,-0.282377092
